label,origin_id,punchline_idx,text_a,text_b
0,692,3,look for an owners manual,on the manufacture s website
0,693,6,They weren t shotgun marriages because someone got,pregnant although some of them were
1,694,3,i thought dating a tennis,player would be a ball but it was just a racquet
1,695,8,the queen told the prince that he was a royal,pain
1,696,16,greengrocers earn a meager celery come home beet and just want to read the pepper take a leek,turnip the covers endive into bed
0,697,1,For many people,buying a snow throwing machine is the answer
1,698,17,when just one prisoner working on a gang on a country road attempted to escape there was a chain,reaction
1,699,5,i m not very versed in writing,songs so i refrain from doing it
0,700,3,I take mine off as,I enter the school and put it back on as I leave the door
0,701,13,In times of prosperity friends will be plenty In times of adversity not one in,twenty
1,702,11,obituaries of those hanged in the old west used to be posted in,the noose paper
1,703,5,i walked into this posh restaurant the,prices were extortionate it was daylight snobbery
0,704,0,He said,that when he went down to the university s main gate to see why his friends weren t being allowed in a group of Chinese attacked him
1,705,7,i know a rancher who has 100 head of,cattle but he thought there were only 99 until he rounded them up
0,706,1,Every ass loves,to hear himself bray
0,707,12,A dog won t forsake his master because of poverty a son never deserts,his mother because of her homely appearance
0,708,5,He said she had been with the,agency three years
0,709,1,Rare commodities are,worth more than good
1,710,4,the fault line had a splitting,headache
0,711,20,I told her I had an idea about two cities having an exchange program and the more we looked at it the,more we liked it she says
0,712,8,if you feel right for each other if you feel,happy no matter what
1,713,0,psychiatrists like,kentucky freud chicken
0,714,3,there is no free ride,everything has a cost one way or another
1,715,3,although i did not know,the name of the boy who bumped his chin while playing a song in the children s handbell choir his face rang a bell
1,716,6,i like wool gathering for the shear joy,of it
1,717,1,the dance club,opened to rave reviews
1,718,3,the local baker was paying,his staff based on a flourly rate
1,719,2,the land where movies,are made is called reel estate
0,720,3,for you i get on,the internet and ask people to do my work for me
1,721,3,the conductor lost his train,of thought when the caboose derailed
1,722,3,he sold large bullets and,acted like a real big shot
1,723,2,a glide path is,a soar spot
1,724,0,the admiral,s motto was do it schooner not later
1,725,8,the eastern potentate spent money as if it were emir,drop in the bucket
0,726,4,be yourself be nice kind treat,her like you want to be treated it s easy once you get the hang of it
0,727,11,I ve taken a drug test for five years in a row he,said
0,728,6,do just like the high paid weather people,do put your head out the window
1,729,6,i bought my wife a really cute bell,ringer for the front door it was a door a bell
1,730,6,i simply must find a new podiatrist my,podiatrist has developed such a callus attitude
0,731,9,We brought him aboard dried him out and gave him hot,coffee he said and then forgot him
1,732,8,he put up a barn so his farm would be,stable ized
1,733,16,when i questioned the livestock delivery company as to whether or not they could quickly move some donkeys,they said they could haul ass
1,734,5,einstein developed a theory about space and,it was about time too
1,735,12,i m going to the guillotine at dawn and my wife has already collected,my severance pay
0,736,3,He that will to Cupar,maun to Cupar
1,737,10,a stewed chef sat pie eyed as the crusty judge took his,caraway a punnish mint a long thyme cumin
0,738,12,There is nothing that you can do if you have dried oil paint on,your clothing
1,739,5,why did the banana go to the,psychiatrist because it had a split personality
0,740,7,Since then it has traded in a relatively narrow,range
0,741,11,He said he will keep the show on as long as they keep,paying
0,742,5,A person with a bad name is,already half hanged
0,743,16,But I say that ending the issue is not going to take as much time as it took,till now
1,744,1,you want to,clone yourself now wouldn t that be just like you
0,745,5,You wouldn t have to ask if,you were in love
1,746,9,they called him the king of the dentists because he specialized,in crowns
0,747,0,Man concocts,a million schemes god knows but one
0,748,4,I don t have any comment,on that she replied
0,749,13,I tried to joke about how these things could fly on one engine and glide,down
1,750,7,he had trouble in his new job making tents,and got himself into a flap
0,751,2,get together and make,music check your local area to search for places you can gig
0,752,2,Don t get me,wrong we ve had great years and done much together
1,753,0,laparoscopy shows,insight
1,754,5,garbage collectors don t die they just,kick the can
0,755,16,You can stick your hand in a warm glass of water before you go to bed Why do,want diapers
0,756,0,Time and,patience You just keep moving the squares up down or across until you ve solved it
1,757,0,when bottled,water is cheap it s called a liquidation sale
1,758,12,why did the car cross the river with the boat it was a ford,escort
1,759,2,the stock market crashes,but viagra beats the flop
1,760,3,oh what a tangled web,we weave on the internet
1,761,9,my favorite rapper is the easter bunny he s really in,to hip hop
0,762,10,I think if you can spread the organs to more people that,is what should be done
1,763,7,a woman who became queen considered it her crowning,achievement
0,764,1,One joy shatters,a hundred griefs
0,765,6,I really really don t know but good,question and its probably expensive
1,766,16,last night i kept dreaming that i had written lord of the rings the wife said i d,been tolkien in my sleep
1,767,9,a rise in mercury sometimes mars life on earth how else,would nature planet
0,768,9,Better do a kindness near home than go far to burn,incense
0,769,2,A thousand cups of,wine do not suffice when true friends meet but half a sentence is too much when there is no meeting of minds
1,770,0,after the,transvestite escaped from prison the only thing the police could tell the press was that she was still a broad
1,771,3,where do pancakes live in,a flat
0,772,0,good question,but I ll have to answer that a little bit later
0,773,7,all you do is keep taking lessons and enter,in horse shows
1,774,2,i play all the,chords bar one
0,775,6,It will be his third fishing or hunting,trip since his election two months ago
0,776,2,Better go to heaven,in rags than to hell in embroidery
0,777,2,I pulled the emergency,exit handle and pulled out the lady next to me
0,778,8,We know we still have a long way to go,but we ve come a long ways
0,779,2,try eating more carbs,some people are just naturally thin though
1,780,4,i trained my dog to hunt,for underground mushrooms but now he s more truffle than he s worth
0,781,4,Being a father I m more,concerned about the world my daughter will grow up in so that comes out in the songs I write
1,782,7,let me give you the low down on extreme,tunneling
1,783,0,the surgeon,failed to repair his own ruptured pericardium because his heart just wasn t in it
0,784,7,Just buy American and you can save the time,building it
0,785,15,It won t get wrinkled if you don t pack it a what to leave out list,for those who want to travel light
1,786,8,forklift operators do not care for puns they find them,unpalletable
1,787,11,yesterday i was on the computer i couldn t find the esc and,i lost ctrl
1,788,7,financial advisers are paid to be right on the,money
0,789,5,A little stone may upset a large,cart
0,790,2,On the other hand,business isn t there yet either
0,791,0,A gross,belly does not produce a refined mind
0,792,8,I get up and walk to my office down the,hall I save a lot on gas
0,793,2,If you pay peanuts,you get monkeys
0,794,6,He claimed he s kept in a safe,for the past few years
1,795,10,i didn t have the faintest idea as to why i passed,out
0,796,4,A good plan today is better,than a perfect plan tomorrow
0,797,7,He would think we were not doing enough she,said
0,798,5,I never really wanted to give him,up in the first place she said
0,799,5,I d feel even worse if I,d never tried
0,800,1,The smaller the,margin the greater the turnover
1,801,7,bauxite refining is a secret carefully guarded by the,aluminati
1,802,10,he stared at his belly button so much he was promoted to,navel officer
1,803,1,the trout got,caught by the fisherman now he s in a boatload of trouble
0,804,6,They tell us where the gun that was,used in the killing can be found
1,805,8,when i told them about how i escaped my pumpkin,prison they said i was out of my gourd
1,806,2,he is an excellent,soup maker you might say he is consomme professional
0,807,5,choose one with high cut legs to,make you look taller
0,808,2,Only time will tell,if that is best for patients
1,809,8,the contest for most skilled logger ended in a split,decision
1,810,9,my grandfather manufactured waistcoats you might say he had a vested,interest
1,811,12,the lights were too bright at the chinese restaurant so the manager decided to,dim sum
1,812,6,eos is really sad she is dawn in,the dumps
1,813,8,you will find leather in the middle of a bull,market
1,814,3,to the flat dwellers finding,a level playing field was a complex issue
0,815,8,If you share a man s wealth try to lessen,his misfortune
1,816,8,i wanted to have dinner at a native american themed,restaurant but i didn t have reservations
1,817,0,what do,you get when you cross a snake and a plane a boeing constrictor
1,818,8,most airline food is pretty bad but their haggis is,just plane offal
1,819,11,the landscaper was looking to improve his portfolio he was interested in hedge,funds
1,820,6,the sum total of our national debt is,some total
1,821,8,the proctologist reassured the patient that his condition could be,rectified
0,822,12,just like you would a younger woman If she has any problems she ll,let you know
1,823,8,i like elevators they let me say jokes on every,level
1,824,0,at shoe,stores they believe there s dignity in de feet
1,825,1,a german vegetarian,drives a volks vegan
0,826,2,Some details of the,contest are still to be worked out
0,827,6,Cover up the pot there s an eel,in it
0,828,1,The man s,name and condition were not immediately released
1,829,8,george bush and saddam hussein went to war over iraqoncilable,differences
0,830,9,The car stopped the woman leaned into the open window and,handed over some money
0,831,12,A lot of people have been helped even at this late stage of the,game
1,832,1,why did the,sleuth always carry an umbrella with him he had been told that it was mist defying
1,833,0,she sold,freezers by making cold calls
0,834,16,Is it worth renting art to give a home a high end look before putting it on the,market
0,835,10,The nail that sticks its head up is the one that gets,hit
0,836,5,He that serves at the altar ought,to live by the altar
1,837,5,he became an astronaut and had a,blast
0,838,5,The most important thing is the will,of the people
0,839,4,work from home or bring your,son to work with you
0,840,9,It s like a tree that grows and grows and every,year the fruit appears
1,841,7,let s talk about rights and lefts you re,right so i left
1,842,2,the state police highway,officer worked tirelessly in the heavy rain to assist a lady whose car was stuck in a ditch he was a real trooper
1,843,9,the vatican s supplier of duck eggs is elected by sacred,balut
0,844,12,easy if you think sex act sex want sex and its all you think,about
0,845,2,You had a life,before you knew him and you will have a life after him Get on with your life
1,846,15,if you accidentally leave your fly down on a promising date does that count as a freudian,zip
0,847,2,I believe that s,where we re going to find some names
0,848,2,Take heed of enemies,reconciled and of meat twice boiled
0,849,4,Marx is even willing to kick,in a little extra
0,850,7,If there is a wave there must be a,wind
1,851,3,when the statistics professor and,the math professor wrote a cookbook together they called it pi a la mode
1,852,6,the journalist went to greece to see the,ancient ruins and is now writing several columns about them
0,853,0,If you,can t go over you must go under
1,854,17,an old lady once asked the dispatcher of a local trucking company if they could ship an antique mirror,to her sister in toronto the dispatcher says i don t know madam i d have to look into it first
1,855,6,when buying a battery you should never have,to charge it
1,856,2,a mountain is a,hill with attitude
1,857,24,i ve never really known what i wanted to do in my later years but in the long run i want to take part in the,boston marathon
0,858,2,Richter was arrested tried,convicted and sentenced to 20 years in prison
0,859,2,How long can one,human being keep taking that from another human being
1,860,4,i am presently employed said the,gift wrapper
0,861,0,If you,don t speculate you can t accumulate
1,862,5,people in medieval days were always hanging,out by the gallows
1,863,0,my wife,tells me i m a skeptic but i don t believe a word she says
0,864,9,I have a job a car and don t live off,my parents
0,865,0,Give a,beggar a bed and he ll repay you with a louse
1,866,1,outsourcing my favourite,ketchup can not have been easy
0,867,0,It said,the fire spread quickly through the old single story building
1,868,3,the trailer for the movie,was produced without a hitch
0,869,3,Cream doesn t rise to,the top it works its way up
1,870,0,what s,the difference between a shaker and a quaker about two points on the richter scale
1,871,5,a flat rate is the monthly rent,for an apartment
1,872,7,even though he contributes either the x or y,chromosome when a father chooses the sex of his child it s just a sperm of the moment decision
0,873,2,Our passengers like us,if nobody else our passengers like us
1,874,8,to golf at your favorite course may require a long,drive
1,875,10,the gingerbread man thought he couldn t be caught until he met,his baker
1,876,7,the father who worked as a baker was a,real breadwinner
0,877,1,How do children,hurt themselves at home They act like children
1,878,3,the incontinent scotsman had a,wee accident
1,879,7,i don t know how to put on a,helmet the whole idea goes right over my head
1,880,14,the defendant in a coffee theft trial refused to testify on the grounds that could incriminate,him
0,881,8,But we don t know any more than that he,said
1,882,9,if a restaurant isn t sweet to its chefs they might,dessert
1,883,0,don t,join dangerous cults practice safe sects
0,884,11,It will show the United States is not reaching that level either he,said
1,885,2,with fronds like you,who needs anemones
0,886,8,I am an illiterate and didn t understand what was,going on
0,887,7,This animation shows the procedure of a heart bypass,surgery
0,888,2,A smile will gain,you ten more years of life
1,889,8,my girlfriend scares me so every time we go to,dinner it s intimidating
1,890,9,britain is a wet place since the queen has had a,long reign
0,891,0,Should a,temporary wall in an apartment be taken down before a sale
1,892,14,i just bought a pair of bad frequency shoes i keep doppling over and my foot,hertz
0,893,9,He comes with incense in one hand in the other a,spear
0,894,15,I don t think that every flight attendant group goes through the situation is going to walk,off
0,895,4,He gets angry and violent and,that s the bottom line
1,896,5,i met a girl at an internet,cafe but we didn t click
1,897,9,as the farmer passed the gorgeous woman he did everything he,could to a tractor attention
1,898,1,the triangular computer,monitor business was just a big pyramid screen
1,899,4,news of a coming flood was,leaked
0,900,5,In his decision the judge with seven,reasons gives only one in court
0,901,4,buzz off all your hair you,ll never notice it was there
1,902,13,then there were some vermin who abandoned a porcelain basin that was mailing packages at,the post office the rats were leaving the shipping sink
1,903,2,an arabian hostel offers,bedouin breakfast
0,904,4,That s part of the fun,in a sick little way
1,905,6,the hoarfrost that forms on a daycare center,s windows is called nursery rime
0,906,4,No medicines can cure the vulgar,man
0,907,6,Don t be too sweet lest you be,eaten up don t be too bitter lest you be spewed out
0,908,7,We ll go on with a certain sense of,hope and work at it
1,909,9,staying at the trendy new hotel was the inn thing to,do
0,910,6,give your dog a treat every time he,she does anything right that s how i trained my dog
0,911,6,Everyone speaks well of the bridge which carries,him over
1,912,0,did you,hear about the fight at a local laundromat a washing machine beat the crap out of a diaper
0,913,12,Is there anything people can eat or drink to cut the odds of mosquito,bites
1,914,9,i was kicked out of math class for one too many,infractions
1,915,4,the ex lumberjack will be sawly,missed
0,916,1,try washing your,hair with cold water believe me it works
0,917,6,just play with your self and make a,game of it
0,918,11,No one s going to invite you to a pool party if you,re just going to make a scene
0,919,3,It s against his religious,convictions to rent on that basis
0,920,8,I don t know but you are a really cute,guy
0,921,8,We only know it was picked up in Hungary he,said
0,922,9,This was the most difficult book I have ever written he,said
0,923,24,All you have to do is get people together and write songs and get a record deal and try not to get run over by fan,girls
0,924,17,Go to the site below I did it It s great There is a whole community of us out,there
1,925,19,a band of teenagers cruised past my neighbor s house and pelted it with rotten tomatoes police described it as a,drive by fruiting
0,926,1,This I do,know My father was not a monster
1,927,0,over the,years elevators have had their fair share of ups and downs in terms of popularity but thankfully the idea has not been shafted
1,928,19,i like european food so i decided to russia over there because i was hungary after czech ing the menu i,ordered turkey when i was finnished i told the waiter spain good but there is norway i could eat another bite
1,929,5,to find bargains go where the auction,is
1,930,9,the diners were fully sated unaware that the wurst was yet,to come
1,931,6,there was a big paddle sale at the,boat store it was quite an oar deal
0,932,7,The church paid for the boy s burial he,said
0,933,12,There will be no proof that she ever built a bomb or ever set,a bomb
1,934,4,did gregor mendel ever win the,nobel peas prize
1,935,3,he would promise to play,golf but he didn t know how to follow through
1,936,2,when the aztec warrior,was about to be punished severely he was so sad he was disheartened
0,937,9,We forced the front door and fire came right out he,said
0,938,7,Why does the brain sometimes turn loved ones into,strangers
1,939,1,the agreeable tennis,umpire was generous to a fault
1,940,9,i have to give a speech on being a vegetarian and,omnivorous about it
0,941,6,He said he came in at 4 a,m another day and found too many already in line
1,942,0,the clerk,had stickers everywhere there was even a price on her head
1,943,9,he folded and straightened the money because he wanted a tidy,sum
0,944,4,First of all you need a,fat bank account after that the possibilities of women are endless
0,945,9,At that time he went six hours and four minutes without,knowing of the shooting
0,946,1,If you get,up one more time than you fall you will make it through
1,947,5,why are all businessmen fat must be,all the inflation
1,948,7,i don t like tops of stairs they always,bring me down
0,949,11,New research shows that men and women feel more stressed out at home,than when they are at work
0,950,3,when you figure that out,let me know I have the same problem My husband lies about everything
1,951,10,the phone call interrupted my nap and i never did get the,rest
1,952,11,if a dog was computer literate would his bark be worse than his,byte
0,953,8,Covetousness is never satisfied till its mouth is filled with,earth
1,954,7,when a guillotine executioner is layed off he gets,severance
1,955,1,before he sold,christmas trees he got himself spruced up
0,956,1,A bad word,whispered will echo a hundred miles
0,957,7,Go to My Computer add or remove programs look,for it and remove it
0,958,11,Police were seen beating two people trying to help an old woman who,fell
1,959,14,my friend wants to dress like the queen of hearts for halloween i think i ll,follow suit
0,960,0,Of a,dead leopard we keep the skin of man his reputation
0,961,10,If you don t scale the mountain you can t view the,plain
1,962,13,i wrote a song about small burrowing animals i decided it was time to gopher,baroque
1,963,13,mr mushroom could never understand why he wasn t looked on as a real fun,guy
0,964,8,The Supreme Court has not said when it will issue,its decision
1,965,1,in some countries,there is a lot of manuel labor
1,966,5,a waiters union representative is call the,chop steward
1,967,2,some doting parents are,son worshipers
1,968,0,the english,teacher felt odd after being fired it was post grammatic stress disorder
1,969,3,partying saturday and sunday leaves,me feeling weakened
1,970,2,most rules of thumb,suck
1,971,7,last night i ate middle eastern food and this,morning i falafel
0,972,1,Is that a,real person throwing the football in an insurance commercial
1,973,0,my cavity,wasn t fixed by my regular dentist but by a guy who was filling in
1,974,8,you can never rely on jigsaw puzzles they always end,up going to pieces
0,975,11,we own a carpet cleaning company go to our website for some great,tips Good luck
0,976,8,Make sure to be in with your equals if you,re going to fall out with your superiors
1,977,2,if you need something,done call an electrician they conduit
0,978,4,Happy people never count hours as,they pass
1,979,4,the inventor of a hay baling,machine made a bundle
1,980,7,when scissors were first invented they were on the,cutting edge
0,981,4,I would rather have it that,way than not have it at all
1,982,5,when socrates needed to buy food he,went to the grocery stoa
0,983,5,He acts like he s in charge,of the dogs
0,984,7,The innkeeper loves a drunkard but not for a,son in law
1,985,4,my computer is so slow it,hertz
1,986,2,i ve always pictured,myself taking selfies
0,987,7,I guess we have to pay the price for,it
1,988,1,my friends call,me mesa because of my big butte
1,989,4,sign on a broken perfume bottle,out of odor
0,990,7,Of course it is hard but the horse is,not all the way out of the barn
0,991,9,She could have sold a house and been taking the money,to a bank
0,992,6,Many books do not use up words many,words do not use up thoughts
0,993,5,You can t change the way a,person feels The chemistry is either there or it isn t
0,994,9,depends on the state you may have to re take the,exam
0,995,0,Drive the,car around with no oil If the light doesn t come on its broken
0,996,11,just become an a and care only about money if you do that,you will be there
1,997,13,it s hard to wear your heart on your sleeve if all you own is,tanktops
1,998,7,bridge tolls have increased significantly over a 5 year,span
1,999,10,the weigh in at the sumo wrestling tournament was a large scale,effort
1,1000,11,he was arrested for throwing bombs from a boat but they dropped the,charges
0,1001,0,It is,now your turn to sell it on a bargain shelf he wrote
0,1002,3,If someone had told my,father he was coming to live in a country that would rule another nation he never would have come
0,1003,2,The fire was in,the left engine but it remained in operation before the crash
1,1004,1,i got a,great bargain the other day when i bought a forklift for half price it s amazing what you can pick up these days
1,1005,4,buying a cheap mouse could leave,you with a squeak and a sad tale
1,1006,17,when asked what it takes to be a great cook the chef said that it boils down to beating,the other chefs to the cutting edge recipes
1,1007,16,the chicken knew the first leg of his trip would take him to buffalo from there he would,wing it
1,1008,14,when she made mario puzo s books required reading for her class she made him an,author they couldn t refuse
0,1009,7,Misfortune is not that which can be avoided but,that which cannot
1,1010,6,two florists got married it was an arranged,marriage
1,1011,6,when he proposed to her she found it,very engaging
0,1012,0,The three,day vacation is his third hunting or fishing trip since the election but Bush said he has no plans for a winter White House here
1,1013,1,atom bombs dropped,on coral islands took atoll on them
0,1014,0,He kept,telling himself he had more to do in life
1,1015,8,i have always wanted to hand out carts at wal,mart i cannot imagine a greeter job
1,1016,11,the baby peas were fresh and sweet but their fava was a has,bean
1,1017,4,heavy drinkers put the quart before,the hearse
0,1018,1,your socks go,up to your shoulders then don t wear any at all i guess
1,1019,2,the constables held the,boat thief at bay
1,1020,6,every november mark a member of mensa wishes,his peers happy thinksgiving
1,1021,1,the aluminum foiled,my plans
1,1022,11,there s a new song out to benefit underprivileged dervishes it s called,we are the whirled
0,1023,8,When you re thirsty it s too late to think,about digging a well
0,1024,15,The deal is so large that you would probably have to have more than one source of,capital
0,1025,12,If you cannot get rid of the family skeleton You may as well make,it dance
0,1026,1,A bad worker,quarrels with his tools
1,1027,9,i relish the fact that you ve mustard the strength to,ketchup to me
1,1028,4,the cost of the space program,is astronomical
0,1029,19,i have the same problem some guys just tell me that some of these things can be intimidating to them you,could have the same problem
0,1030,4,The fire was put out and,no one was hurt
1,1031,3,if you lose your hearing,is it ear replaceable
1,1032,8,if you have sticky buns you shouldn t put pants,on
1,1033,2,where do fish buy,cool clothes at albacore and fish
0,1034,4,There are a lot of problems,in town in that some people want to see it grow and some don t
0,1035,13,In his position by doing what he s doing he will draw more attention to,it
1,1036,8,old programmers never die they just can t c as,well
1,1037,1,the evil molecule,couldn t be prosecuted during the day so it had a nitrile instead
0,1038,1,I m very,sorry but I guess you can t force love
1,1039,7,she said she wasn t pregnant but contractions speak,louder then words
0,1040,6,To a bold man fortune holds out her,hand
0,1041,3,Sweep in front of your,own door
0,1042,7,He couldn t find a store bought boot to,fit him
0,1043,0,Which of,today s designs will stand the test of time
1,1044,7,i always believed my body was a prison for,me i was right in biology i learnt they were made of cells
0,1045,7,The fighting died down early in the morning he,said
1,1046,8,he recommended the restaurant to me and said he had,no reservations
0,1047,2,A crisis is an,opportunity riding the dangerous wind
1,1048,7,the seed company turfed out my idea for ready,made lawn
1,1049,22,a hungry traveller stops at a monastery and is taken to the kitchens a brother is frying chips are you the friar he asks,no i m the chip monk he replies
1,1050,3,the internet contains a large,surfeit of information
1,1051,9,do people who live near a beach have sandy and wavy,hair
1,1052,2,england doesn t have,a kidney bank but it does have a liverpool
0,1053,3,A beautiful bird is the,only kind we cage
0,1054,6,Give neither advice nor salt until you are,asked for it
1,1055,14,is it true that several of the justices on the supreme court refer to their homes,as legal pads
0,1056,1,Polish polish polish,or take it to a repair shop
1,1057,1,food that goes,rotten while being transported to the store is un pallet able
1,1058,0,low carb,diets really go against the grain
1,1059,1,the elderly chef,retired because his sage was showing
1,1060,5,what kind of flooring do alligator hunters,use reptiles
0,1061,1,But the intelligence,chief said I can t tell you when or how soon the case will be broken
0,1062,2,Don t squat with,your spurs on
0,1063,11,If he has anything to tell us I m sure he ll tell,us
0,1064,14,It s funny if we get 3 inches of snow up here but there s a,foot in Boston it does us more good than the other way around
1,1065,1,spray paint sells,for a good mark up
0,1066,7,As a result the station will not provide air,time
1,1067,3,i have a high fidelity,phone it can only call my wife s number
0,1068,7,If convicted he could be sentenced to life in,prison
0,1069,2,The worse the passage,the more welcome the port
0,1070,6,There are completely new problems for us the,paper said
0,1071,11,A vacant mind is open to all suggestions as a hollow mountain returns,all sounds
1,1072,3,a gossip is someone with,a great sense of rumor
1,1073,9,the charges of the otolaryngologist was exorbitant i had to pay,through the nose
1,1074,13,what did the guy say who needed the restroom when he found someone blocking him,urine my way
1,1075,7,what do you call a spittoon in a wine,bar grape expectorations
0,1076,10,I was paid to defend Brazil and not to sell perfume he,said
0,1077,17,They were probably going to go to some field and see how big a hole they could make he,said
1,1078,15,i used to be able to clap with just one hand but that was zen this is,tao
0,1079,3,He painted a tiger but,it turned out a dog
0,1080,6,I told him there s something there that,s just not right
1,1081,0,in ancient,times seagoing vessels were much more fuel efficient they got thousands of miles to the galleon
0,1082,5,We re not going to have any,trouble at all
1,1083,6,when einstein rode home on a locomotive it,was a good train of thought
1,1084,8,milk as the udder alternative has been heifer a long,time
0,1085,9,When that failed he got back into the truck and started,driving again police said
0,1086,0,All we,ve really done is change it from one form to another
0,1087,1,I believe there,s a lot of thinking about that time and America in general
1,1088,6,if you have too many scientists together how,do you get iridium
0,1089,0,When he,was 4 he and his family left for Cuba where he became a violinist
1,1090,9,the man was always leaving himself voicemail messages he was very,self sendered
0,1091,10,I want to say I m ready to go let s go,he said
1,1092,3,sign in an electrician s,shop _ we will refuse you
1,1093,4,a mathematician that couldn t stop,adding up recently went incremental
1,1094,1,are you willing,tibet i ve never seen a yak
0,1095,3,I was going so fast,I didn t have time to think about it
1,1096,9,eve showed up one morning wearing flowers instead of a fig,leaf she was the first woman to wear bloomers
1,1097,2,greeks can t stay,out late because they have a corfu
1,1098,0,correspondence citing,farm machinery defects would be a deere john letter
0,1099,3,The players were very very,excited before and during the game
1,1100,5,with only one piece of wood i,tried to convince the fire to light by use of a monologue
1,1101,11,when asked to picture the perfect modern defensive weapon the claymore springs to,mine
1,1102,1,the long shot,was leading the kentucky derby but not furlong
0,1103,0,That it,s a sign of danger especially in a kid
1,1104,0,in the,french revolution to stay alive you really had to keep your head
0,1105,12,I ll not answer and see how confused you get You gotta know set,yourself up for that my friend
1,1106,6,those selling mattresses have a soft sell in,the spring
1,1107,5,bakers have a great knead to make,bread
1,1108,8,a pharmacist gave the wrong prescription which was a bitter,pill to swallow
1,1109,2,coins are mint to,be
1,1110,9,does santa take his sleigh to his magic class or does,he take a luge in
1,1111,7,i tried talking about our future but she just,kept bringing up my past it was a tense conversation
0,1112,6,You walk in and it really makes you,feel like Christmas
0,1113,5,Rivers and mountains may change human nature,never
1,1114,3,what does a villain call,his silverware weapons of mass digestion
0,1115,2,And when I found,myself in the position to make others aware of that or at least try to I was delighted to do so
0,1116,10,To find the right person you have to be the right person,Be a lovable person and true love will find you
1,1117,4,the plums for sale dried out,so the profits were pruned
0,1118,12,I don think you truly forget but with time and getting busy in something,enjoy Just live Day by Day promise it gets better
1,1119,9,what do you call a doctor who treats retired soldiers a,veteran arian
0,1120,13,A scientist is trying to find out whether nuts have staying power as a healthy,treat
0,1121,9,What should you see when you visit the city with children,Some advice
1,1122,6,two cooks disagreed but decided to hash it,over
1,1123,1,the gunman took,a shot at new opportunities
0,1124,10,I feel pretty good now about the first and second quarters he,added
1,1125,2,i probably have blind,spots but i don t see them
0,1126,2,I m so excited,to show off my beautiful bride to everyone
1,1127,7,as to alcohol sea captains harbor a love of,port
0,1128,10,Make sure the back light isn t on for more than five,seconds
0,1129,10,He said it took him two months to read it and then,he decided to return it
0,1130,5,We re fools whether we dance or,not so we might as well dance
0,1131,2,just go 4 it,it does not matter what other people think
1,1132,0,her company,distributes gift boxed cashews and she has a delivery guy that drives her nuts
1,1133,5,could another name for a tire factory,be a tread mill
0,1134,8,The person who is tired will find time to sleep,A person with a bad name is already half hanged
1,1135,3,the dead batteries were given,out free of charge
0,1136,1,I believe that,our Heavenly Father invented man because he was disappointed in the monkey
0,1137,7,It s time to pass it on to somebody,else
0,1138,8,The other four jumped ship when it returned three hours,later
0,1139,5,If you have any garlic you can,feed it to it and it will help it
1,1140,7,i m just off to see my shrink hope,to be back shortly
0,1141,8,It s not certain why those pupils are on the,streets however
1,1142,5,my battery had an alkaline problem so,it went to aa meetings
1,1143,1,tailors enjoy hanging,out in internet fora as they are full of threads
0,1144,6,The do not step on grass sign is,for people other than the owners
1,1145,5,a silk tie can make a winsome,windsor
0,1146,13,But the other member was on balance either in the same place or not doing,too well
1,1147,1,ponytails are coiffe,drops
1,1148,0,the high,priest was arrested on drug charges
1,1149,9,when the drill bit was invented it was a real turning,point
0,1150,11,The family farm has a tough time holding its own in such an,atmosphere
0,1151,11,Why is something like a bar of soap perhaps the greatest cheap medical,fix of them all just not good enough for us anymore
0,1152,2,If you bow at,all bow low
1,1153,8,tubal ligation can get knotty but lobotomy is a no,brainer
0,1154,21,I can keep coming up with costumes but I can t take off any more clothes than I ve already taken off he,said
1,1155,10,cryptographers make terrible drummers they just sit there fascinated by all the,cymbals
1,1156,1,the president can,t pass the bill because it s still incongruous
0,1157,11,He turned on two of our cars while we were trying to pursue,him
0,1158,6,One written word is worth a thousand pieces,of gold
0,1159,8,One tip Have more than just a mattress in the,room
0,1160,18,You can always try using the internet as a source of information also or call your local area funeral homes,for more information
0,1161,8,To get the answer you must first ask the question,properly
1,1162,7,it has been discovered that sales of irons are,decreasing
1,1163,2,i can harley wait,to get my motorbike license
1,1164,4,what did one plant say to,another what s stomata
1,1165,0,i always,prayed before my trigonometry tests i was hoping for a sine from above
0,1166,9,You have to be really good at giving good advice Then,go to college
0,1167,8,if you want a good friend then be a good,friend
1,1168,0,in laws,are merger acquisitions
1,1169,4,when his wife demanded that he,give up polo he decided to chukker
1,1170,6,could modern submarines be the wave of the,future
1,1171,0,when the,dalmatian ran away he was spotted two blocks from home
0,1172,6,through the net though it would take alot,of time i guess
1,1173,4,cashiers really know how to take,charge
0,1174,0,If the,doctor told me I didn t have to wear it anymore I d throw a party she said
0,1175,1,You can t,sorry but move on and find the girl of your dreams she is out there and waiting
1,1176,12,you know prices are rising when you buy a winter jacket and even down,is up
0,1177,8,That was the last I heard from the aircraft he,said
1,1178,2,they argued about their,vacation and finally stayed at the last resort
0,1179,1,It s a,personal best it s me against me
1,1180,2,he kept an alarm,clock in the back window of his car he was always ahead of his time
0,1181,9,Have a friend see if she is interested If so ask,away Have fun
0,1182,0,Scholars talk,books butchers talk pigs
1,1183,0,why do,archers shoot arrows could it be they are trying to get a point across
0,1184,2,They are rights that,all Americans should hope the Supreme Court will continue to hold in esteem
