label,origin_id,text_a,text_b
1,966,a waiters union representative is,call the chop steward
1,966,a waiters union representative is call,the chop steward
1,966,a waiters union representative is call the,chop steward
1,966,a waiters union representative is call the chop,steward
1,967,some doting,parents are son worshipers
1,967,some doting parents,are son worshipers
1,967,some doting parents are,son worshipers
1,967,some doting parents are son,worshipers
1,968,the english,teacher felt odd after being fired it was post grammatic stress disorder
1,968,the english teacher,felt odd after being fired it was post grammatic stress disorder
1,968,the english teacher felt,odd after being fired it was post grammatic stress disorder
1,968,the english teacher felt odd,after being fired it was post grammatic stress disorder
1,968,the english teacher felt odd after,being fired it was post grammatic stress disorder
1,968,the english teacher felt odd after being,fired it was post grammatic stress disorder
1,968,the english teacher felt odd after being fired,it was post grammatic stress disorder
1,968,the english teacher felt odd after being fired it,was post grammatic stress disorder
1,968,the english teacher felt odd after being fired it was,post grammatic stress disorder
1,968,the english teacher felt odd after being fired it was post,grammatic stress disorder
1,968,the english teacher felt odd after being fired it was post grammatic,stress disorder
1,968,the english teacher felt odd after being fired it was post grammatic stress,disorder
1,969,partying saturday,and sunday leaves me feeling weakened
1,969,partying saturday and,sunday leaves me feeling weakened
1,969,partying saturday and sunday,leaves me feeling weakened
1,969,partying saturday and sunday leaves,me feeling weakened
1,969,partying saturday and sunday leaves me,feeling weakened
1,969,partying saturday and sunday leaves me feeling,weakened
1,970,most rules,of thumb suck
1,970,most rules of,thumb suck
1,970,most rules of thumb,suck
1,971,last night,i ate middle eastern food and this morning i falafel
1,971,last night i,ate middle eastern food and this morning i falafel
1,971,last night i ate,middle eastern food and this morning i falafel
1,971,last night i ate middle,eastern food and this morning i falafel
1,971,last night i ate middle eastern,food and this morning i falafel
1,971,last night i ate middle eastern food,and this morning i falafel
1,971,last night i ate middle eastern food and,this morning i falafel
1,971,last night i ate middle eastern food and this,morning i falafel
1,971,last night i ate middle eastern food and this morning,i falafel
1,971,last night i ate middle eastern food and this morning i,falafel
0,972,Is that,a real person throwing the football in an insurance commercial
0,972,Is that a,real person throwing the football in an insurance commercial
0,972,Is that a real,person throwing the football in an insurance commercial
0,972,Is that a real person,throwing the football in an insurance commercial
0,972,Is that a real person throwing,the football in an insurance commercial
0,972,Is that a real person throwing the,football in an insurance commercial
0,972,Is that a real person throwing the football,in an insurance commercial
0,972,Is that a real person throwing the football in,an insurance commercial
0,972,Is that a real person throwing the football in an,insurance commercial
0,972,Is that a real person throwing the football in an insurance,commercial
1,973,my cavity,wasn t fixed by my regular dentist but by a guy who was filling in
1,973,my cavity wasn,t fixed by my regular dentist but by a guy who was filling in
1,973,my cavity wasn t,fixed by my regular dentist but by a guy who was filling in
1,973,my cavity wasn t fixed,by my regular dentist but by a guy who was filling in
1,973,my cavity wasn t fixed by,my regular dentist but by a guy who was filling in
1,973,my cavity wasn t fixed by my,regular dentist but by a guy who was filling in
1,973,my cavity wasn t fixed by my regular,dentist but by a guy who was filling in
1,973,my cavity wasn t fixed by my regular dentist,but by a guy who was filling in
1,973,my cavity wasn t fixed by my regular dentist but,by a guy who was filling in
1,973,my cavity wasn t fixed by my regular dentist but by,a guy who was filling in
1,973,my cavity wasn t fixed by my regular dentist but by a,guy who was filling in
1,973,my cavity wasn t fixed by my regular dentist but by a guy,who was filling in
1,973,my cavity wasn t fixed by my regular dentist but by a guy who,was filling in
1,973,my cavity wasn t fixed by my regular dentist but by a guy who was,filling in
1,973,my cavity wasn t fixed by my regular dentist but by a guy who was filling,in
1,974,you can,never rely on jigsaw puzzles they always end up going to pieces
1,974,you can never,rely on jigsaw puzzles they always end up going to pieces
1,974,you can never rely,on jigsaw puzzles they always end up going to pieces
1,974,you can never rely on,jigsaw puzzles they always end up going to pieces
1,974,you can never rely on jigsaw,puzzles they always end up going to pieces
1,974,you can never rely on jigsaw puzzles,they always end up going to pieces
1,974,you can never rely on jigsaw puzzles they,always end up going to pieces
1,974,you can never rely on jigsaw puzzles they always,end up going to pieces
1,974,you can never rely on jigsaw puzzles they always end,up going to pieces
1,974,you can never rely on jigsaw puzzles they always end up,going to pieces
1,974,you can never rely on jigsaw puzzles they always end up going,to pieces
1,974,you can never rely on jigsaw puzzles they always end up going to,pieces
0,975,we own,a carpet cleaning company go to our website for some great tips Good luck
0,975,we own a,carpet cleaning company go to our website for some great tips Good luck
0,975,we own a carpet,cleaning company go to our website for some great tips Good luck
0,975,we own a carpet cleaning,company go to our website for some great tips Good luck
0,975,we own a carpet cleaning company,go to our website for some great tips Good luck
0,975,we own a carpet cleaning company go,to our website for some great tips Good luck
0,975,we own a carpet cleaning company go to,our website for some great tips Good luck
0,975,we own a carpet cleaning company go to our,website for some great tips Good luck
0,975,we own a carpet cleaning company go to our website,for some great tips Good luck
0,975,we own a carpet cleaning company go to our website for,some great tips Good luck
0,975,we own a carpet cleaning company go to our website for some,great tips Good luck
0,975,we own a carpet cleaning company go to our website for some great,tips Good luck
0,975,we own a carpet cleaning company go to our website for some great tips,Good luck
0,975,we own a carpet cleaning company go to our website for some great tips Good,luck
0,976,Make sure,to be in with your equals if you re going to fall out with your superiors
0,976,Make sure to,be in with your equals if you re going to fall out with your superiors
0,976,Make sure to be,in with your equals if you re going to fall out with your superiors
0,976,Make sure to be in,with your equals if you re going to fall out with your superiors
0,976,Make sure to be in with,your equals if you re going to fall out with your superiors
0,976,Make sure to be in with your,equals if you re going to fall out with your superiors
0,976,Make sure to be in with your equals,if you re going to fall out with your superiors
0,976,Make sure to be in with your equals if,you re going to fall out with your superiors
0,976,Make sure to be in with your equals if you,re going to fall out with your superiors
0,976,Make sure to be in with your equals if you re,going to fall out with your superiors
0,976,Make sure to be in with your equals if you re going,to fall out with your superiors
0,976,Make sure to be in with your equals if you re going to,fall out with your superiors
0,976,Make sure to be in with your equals if you re going to fall,out with your superiors
0,976,Make sure to be in with your equals if you re going to fall out,with your superiors
0,976,Make sure to be in with your equals if you re going to fall out with,your superiors
0,976,Make sure to be in with your equals if you re going to fall out with your,superiors
1,977,if you,need something done call an electrician they conduit
1,977,if you need,something done call an electrician they conduit
1,977,if you need something,done call an electrician they conduit
1,977,if you need something done,call an electrician they conduit
1,977,if you need something done call,an electrician they conduit
1,977,if you need something done call an,electrician they conduit
1,977,if you need something done call an electrician,they conduit
1,977,if you need something done call an electrician they,conduit
0,978,Happy people,never count hours as they pass
0,978,Happy people never,count hours as they pass
0,978,Happy people never count,hours as they pass
0,978,Happy people never count hours,as they pass
0,978,Happy people never count hours as,they pass
0,978,Happy people never count hours as they,pass
1,979,the inventor,of a hay baling machine made a bundle
1,979,the inventor of,a hay baling machine made a bundle
1,979,the inventor of a,hay baling machine made a bundle
1,979,the inventor of a hay,baling machine made a bundle
1,979,the inventor of a hay baling,machine made a bundle
1,979,the inventor of a hay baling machine,made a bundle
1,979,the inventor of a hay baling machine made,a bundle
1,979,the inventor of a hay baling machine made a,bundle
1,980,when scissors,were first invented they were on the cutting edge
1,980,when scissors were,first invented they were on the cutting edge
1,980,when scissors were first,invented they were on the cutting edge
1,980,when scissors were first invented,they were on the cutting edge
1,980,when scissors were first invented they,were on the cutting edge
1,980,when scissors were first invented they were,on the cutting edge
1,980,when scissors were first invented they were on,the cutting edge
1,980,when scissors were first invented they were on the,cutting edge
1,980,when scissors were first invented they were on the cutting,edge
0,981,I would,rather have it that way than not have it at all
0,981,I would rather,have it that way than not have it at all
0,981,I would rather have,it that way than not have it at all
0,981,I would rather have it,that way than not have it at all
0,981,I would rather have it that,way than not have it at all
0,981,I would rather have it that way,than not have it at all
0,981,I would rather have it that way than,not have it at all
0,981,I would rather have it that way than not,have it at all
0,981,I would rather have it that way than not have,it at all
0,981,I would rather have it that way than not have it,at all
0,981,I would rather have it that way than not have it at,all
1,982,when socrates,needed to buy food he went to the grocery stoa
1,982,when socrates needed,to buy food he went to the grocery stoa
1,982,when socrates needed to,buy food he went to the grocery stoa
1,982,when socrates needed to buy,food he went to the grocery stoa
1,982,when socrates needed to buy food,he went to the grocery stoa
1,982,when socrates needed to buy food he,went to the grocery stoa
1,982,when socrates needed to buy food he went,to the grocery stoa
1,982,when socrates needed to buy food he went to,the grocery stoa
1,982,when socrates needed to buy food he went to the,grocery stoa
1,982,when socrates needed to buy food he went to the grocery,stoa
0,983,He acts,like he s in charge of the dogs
0,983,He acts like,he s in charge of the dogs
0,983,He acts like he,s in charge of the dogs
0,983,He acts like he s,in charge of the dogs
0,983,He acts like he s in,charge of the dogs
0,983,He acts like he s in charge,of the dogs
0,983,He acts like he s in charge of,the dogs
0,983,He acts like he s in charge of the,dogs
0,984,The innkeeper,loves a drunkard but not for a son in law
0,984,The innkeeper loves,a drunkard but not for a son in law
0,984,The innkeeper loves a,drunkard but not for a son in law
0,984,The innkeeper loves a drunkard,but not for a son in law
0,984,The innkeeper loves a drunkard but,not for a son in law
0,984,The innkeeper loves a drunkard but not,for a son in law
0,984,The innkeeper loves a drunkard but not for,a son in law
0,984,The innkeeper loves a drunkard but not for a,son in law
0,984,The innkeeper loves a drunkard but not for a son,in law
0,984,The innkeeper loves a drunkard but not for a son in,law
1,985,my computer,is so slow it hertz
1,985,my computer is,so slow it hertz
1,985,my computer is so,slow it hertz
1,985,my computer is so slow,it hertz
1,985,my computer is so slow it,hertz
1,986,i ve,always pictured myself taking selfies
1,986,i ve always,pictured myself taking selfies
1,986,i ve always pictured,myself taking selfies
1,986,i ve always pictured myself,taking selfies
1,986,i ve always pictured myself taking,selfies
0,987,I guess,we have to pay the price for it
0,987,I guess we,have to pay the price for it
0,987,I guess we have,to pay the price for it
0,987,I guess we have to,pay the price for it
0,987,I guess we have to pay,the price for it
0,987,I guess we have to pay the,price for it
0,987,I guess we have to pay the price,for it
0,987,I guess we have to pay the price for,it
1,988,my friends,call me mesa because of my big butte
1,988,my friends call,me mesa because of my big butte
1,988,my friends call me,mesa because of my big butte
1,988,my friends call me mesa,because of my big butte
1,988,my friends call me mesa because,of my big butte
1,988,my friends call me mesa because of,my big butte
1,988,my friends call me mesa because of my,big butte
1,988,my friends call me mesa because of my big,butte
1,989,sign on,a broken perfume bottle out of odor
1,989,sign on a,broken perfume bottle out of odor
1,989,sign on a broken,perfume bottle out of odor
1,989,sign on a broken perfume,bottle out of odor
1,989,sign on a broken perfume bottle,out of odor
1,989,sign on a broken perfume bottle out,of odor
1,989,sign on a broken perfume bottle out of,odor
0,990,Of course,it is hard but the horse is not all the way out of the barn
0,990,Of course it,is hard but the horse is not all the way out of the barn
0,990,Of course it is,hard but the horse is not all the way out of the barn
0,990,Of course it is hard,but the horse is not all the way out of the barn
0,990,Of course it is hard but,the horse is not all the way out of the barn
0,990,Of course it is hard but the,horse is not all the way out of the barn
0,990,Of course it is hard but the horse,is not all the way out of the barn
0,990,Of course it is hard but the horse is,not all the way out of the barn
0,990,Of course it is hard but the horse is not,all the way out of the barn
0,990,Of course it is hard but the horse is not all,the way out of the barn
0,990,Of course it is hard but the horse is not all the,way out of the barn
0,990,Of course it is hard but the horse is not all the way,out of the barn
0,990,Of course it is hard but the horse is not all the way out,of the barn
0,990,Of course it is hard but the horse is not all the way out of,the barn
0,990,Of course it is hard but the horse is not all the way out of the,barn
0,991,She could,have sold a house and been taking the money to a bank
0,991,She could have,sold a house and been taking the money to a bank
0,991,She could have sold,a house and been taking the money to a bank
0,991,She could have sold a,house and been taking the money to a bank
0,991,She could have sold a house,and been taking the money to a bank
0,991,She could have sold a house and,been taking the money to a bank
0,991,She could have sold a house and been,taking the money to a bank
0,991,She could have sold a house and been taking,the money to a bank
0,991,She could have sold a house and been taking the,money to a bank
0,991,She could have sold a house and been taking the money,to a bank
0,991,She could have sold a house and been taking the money to,a bank
0,991,She could have sold a house and been taking the money to a,bank
0,992,Many books,do not use up words many words do not use up thoughts
0,992,Many books do,not use up words many words do not use up thoughts
0,992,Many books do not,use up words many words do not use up thoughts
0,992,Many books do not use,up words many words do not use up thoughts
0,992,Many books do not use up,words many words do not use up thoughts
0,992,Many books do not use up words,many words do not use up thoughts
0,992,Many books do not use up words many,words do not use up thoughts
0,992,Many books do not use up words many words,do not use up thoughts
0,992,Many books do not use up words many words do,not use up thoughts
0,992,Many books do not use up words many words do not,use up thoughts
0,992,Many books do not use up words many words do not use,up thoughts
0,992,Many books do not use up words many words do not use up,thoughts
0,993,You can,t change the way a person feels The chemistry is either there or it isn t
0,993,You can t,change the way a person feels The chemistry is either there or it isn t
0,993,You can t change,the way a person feels The chemistry is either there or it isn t
0,993,You can t change the,way a person feels The chemistry is either there or it isn t
0,993,You can t change the way,a person feels The chemistry is either there or it isn t
0,993,You can t change the way a,person feels The chemistry is either there or it isn t
0,993,You can t change the way a person,feels The chemistry is either there or it isn t
0,993,You can t change the way a person feels,The chemistry is either there or it isn t
0,993,You can t change the way a person feels The,chemistry is either there or it isn t
0,993,You can t change the way a person feels The chemistry,is either there or it isn t
0,993,You can t change the way a person feels The chemistry is,either there or it isn t
0,993,You can t change the way a person feels The chemistry is either,there or it isn t
0,993,You can t change the way a person feels The chemistry is either there,or it isn t
0,993,You can t change the way a person feels The chemistry is either there or,it isn t
0,993,You can t change the way a person feels The chemistry is either there or it,isn t
0,993,You can t change the way a person feels The chemistry is either there or it isn,t
0,994,depends on,the state you may have to re take the exam
0,994,depends on the,state you may have to re take the exam
0,994,depends on the state,you may have to re take the exam
0,994,depends on the state you,may have to re take the exam
0,994,depends on the state you may,have to re take the exam
0,994,depends on the state you may have,to re take the exam
0,994,depends on the state you may have to,re take the exam
0,994,depends on the state you may have to re,take the exam
0,994,depends on the state you may have to re take,the exam
0,994,depends on the state you may have to re take the,exam
0,995,Drive the,car around with no oil If the light doesn t come on its broken
0,995,Drive the car,around with no oil If the light doesn t come on its broken
0,995,Drive the car around,with no oil If the light doesn t come on its broken
0,995,Drive the car around with,no oil If the light doesn t come on its broken
0,995,Drive the car around with no,oil If the light doesn t come on its broken
0,995,Drive the car around with no oil,If the light doesn t come on its broken
0,995,Drive the car around with no oil If,the light doesn t come on its broken
0,995,Drive the car around with no oil If the,light doesn t come on its broken
0,995,Drive the car around with no oil If the light,doesn t come on its broken
0,995,Drive the car around with no oil If the light doesn,t come on its broken
0,995,Drive the car around with no oil If the light doesn t,come on its broken
0,995,Drive the car around with no oil If the light doesn t come,on its broken
0,995,Drive the car around with no oil If the light doesn t come on,its broken
0,995,Drive the car around with no oil If the light doesn t come on its,broken
0,996,just become,an a and care only about money if you do that you will be there
0,996,just become an,a and care only about money if you do that you will be there
0,996,just become an a,and care only about money if you do that you will be there
0,996,just become an a and,care only about money if you do that you will be there
0,996,just become an a and care,only about money if you do that you will be there
0,996,just become an a and care only,about money if you do that you will be there
0,996,just become an a and care only about,money if you do that you will be there
0,996,just become an a and care only about money,if you do that you will be there
0,996,just become an a and care only about money if,you do that you will be there
0,996,just become an a and care only about money if you,do that you will be there
0,996,just become an a and care only about money if you do,that you will be there
0,996,just become an a and care only about money if you do that,you will be there
0,996,just become an a and care only about money if you do that you,will be there
0,996,just become an a and care only about money if you do that you will,be there
0,996,just become an a and care only about money if you do that you will be,there
1,997,it s,hard to wear your heart on your sleeve if all you own is tanktops
1,997,it s hard,to wear your heart on your sleeve if all you own is tanktops
1,997,it s hard to,wear your heart on your sleeve if all you own is tanktops
1,997,it s hard to wear,your heart on your sleeve if all you own is tanktops
1,997,it s hard to wear your,heart on your sleeve if all you own is tanktops
1,997,it s hard to wear your heart,on your sleeve if all you own is tanktops
1,997,it s hard to wear your heart on,your sleeve if all you own is tanktops
1,997,it s hard to wear your heart on your,sleeve if all you own is tanktops
1,997,it s hard to wear your heart on your sleeve,if all you own is tanktops
1,997,it s hard to wear your heart on your sleeve if,all you own is tanktops
1,997,it s hard to wear your heart on your sleeve if all,you own is tanktops
1,997,it s hard to wear your heart on your sleeve if all you,own is tanktops
1,997,it s hard to wear your heart on your sleeve if all you own,is tanktops
1,997,it s hard to wear your heart on your sleeve if all you own is,tanktops
1,998,bridge tolls,have increased significantly over a 5 year span
1,998,bridge tolls have,increased significantly over a 5 year span
1,998,bridge tolls have increased,significantly over a 5 year span
1,998,bridge tolls have increased significantly,over a 5 year span
1,998,bridge tolls have increased significantly over,a 5 year span
1,998,bridge tolls have increased significantly over a,5 year span
1,998,bridge tolls have increased significantly over a 5,year span
1,998,bridge tolls have increased significantly over a 5 year,span
1,999,the weigh,in at the sumo wrestling tournament was a large scale effort
1,999,the weigh in,at the sumo wrestling tournament was a large scale effort
1,999,the weigh in at,the sumo wrestling tournament was a large scale effort
1,999,the weigh in at the,sumo wrestling tournament was a large scale effort
1,999,the weigh in at the sumo,wrestling tournament was a large scale effort
1,999,the weigh in at the sumo wrestling,tournament was a large scale effort
1,999,the weigh in at the sumo wrestling tournament,was a large scale effort
1,999,the weigh in at the sumo wrestling tournament was,a large scale effort
1,999,the weigh in at the sumo wrestling tournament was a,large scale effort
1,999,the weigh in at the sumo wrestling tournament was a large,scale effort
1,999,the weigh in at the sumo wrestling tournament was a large scale,effort
1,1000,he was,arrested for throwing bombs from a boat but they dropped the charges
1,1000,he was arrested,for throwing bombs from a boat but they dropped the charges
1,1000,he was arrested for,throwing bombs from a boat but they dropped the charges
1,1000,he was arrested for throwing,bombs from a boat but they dropped the charges
1,1000,he was arrested for throwing bombs,from a boat but they dropped the charges
1,1000,he was arrested for throwing bombs from,a boat but they dropped the charges
1,1000,he was arrested for throwing bombs from a,boat but they dropped the charges
1,1000,he was arrested for throwing bombs from a boat,but they dropped the charges
1,1000,he was arrested for throwing bombs from a boat but,they dropped the charges
1,1000,he was arrested for throwing bombs from a boat but they,dropped the charges
1,1000,he was arrested for throwing bombs from a boat but they dropped,the charges
1,1000,he was arrested for throwing bombs from a boat but they dropped the,charges
0,1001,It is,now your turn to sell it on a bargain shelf he wrote
0,1001,It is now,your turn to sell it on a bargain shelf he wrote
0,1001,It is now your,turn to sell it on a bargain shelf he wrote
0,1001,It is now your turn,to sell it on a bargain shelf he wrote
0,1001,It is now your turn to,sell it on a bargain shelf he wrote
0,1001,It is now your turn to sell,it on a bargain shelf he wrote
0,1001,It is now your turn to sell it,on a bargain shelf he wrote
0,1001,It is now your turn to sell it on,a bargain shelf he wrote
0,1001,It is now your turn to sell it on a,bargain shelf he wrote
0,1001,It is now your turn to sell it on a bargain,shelf he wrote
0,1001,It is now your turn to sell it on a bargain shelf,he wrote
0,1001,It is now your turn to sell it on a bargain shelf he,wrote
0,1002,If someone,had told my father he was coming to live in a country that would rule another nation he never would have come
0,1002,If someone had,told my father he was coming to live in a country that would rule another nation he never would have come
0,1002,If someone had told,my father he was coming to live in a country that would rule another nation he never would have come
0,1002,If someone had told my,father he was coming to live in a country that would rule another nation he never would have come
0,1002,If someone had told my father,he was coming to live in a country that would rule another nation he never would have come
0,1002,If someone had told my father he,was coming to live in a country that would rule another nation he never would have come
0,1002,If someone had told my father he was,coming to live in a country that would rule another nation he never would have come
0,1002,If someone had told my father he was coming,to live in a country that would rule another nation he never would have come
0,1002,If someone had told my father he was coming to,live in a country that would rule another nation he never would have come
0,1002,If someone had told my father he was coming to live,in a country that would rule another nation he never would have come
0,1002,If someone had told my father he was coming to live in,a country that would rule another nation he never would have come
0,1002,If someone had told my father he was coming to live in a,country that would rule another nation he never would have come
0,1002,If someone had told my father he was coming to live in a country,that would rule another nation he never would have come
0,1002,If someone had told my father he was coming to live in a country that,would rule another nation he never would have come
0,1002,If someone had told my father he was coming to live in a country that would,rule another nation he never would have come
0,1002,If someone had told my father he was coming to live in a country that would rule,another nation he never would have come
0,1002,If someone had told my father he was coming to live in a country that would rule another,nation he never would have come
0,1002,If someone had told my father he was coming to live in a country that would rule another nation,he never would have come
0,1002,If someone had told my father he was coming to live in a country that would rule another nation he,never would have come
0,1002,If someone had told my father he was coming to live in a country that would rule another nation he never,would have come
0,1002,If someone had told my father he was coming to live in a country that would rule another nation he never would,have come
0,1002,If someone had told my father he was coming to live in a country that would rule another nation he never would have,come
0,1003,The fire,was in the left engine but it remained in operation before the crash
0,1003,The fire was,in the left engine but it remained in operation before the crash
0,1003,The fire was in,the left engine but it remained in operation before the crash
0,1003,The fire was in the,left engine but it remained in operation before the crash
0,1003,The fire was in the left,engine but it remained in operation before the crash
0,1003,The fire was in the left engine,but it remained in operation before the crash
0,1003,The fire was in the left engine but,it remained in operation before the crash
0,1003,The fire was in the left engine but it,remained in operation before the crash
0,1003,The fire was in the left engine but it remained,in operation before the crash
0,1003,The fire was in the left engine but it remained in,operation before the crash
0,1003,The fire was in the left engine but it remained in operation,before the crash
0,1003,The fire was in the left engine but it remained in operation before,the crash
0,1003,The fire was in the left engine but it remained in operation before the,crash
1,1004,i got,a great bargain the other day when i bought a forklift for half price it s amazing what you can pick up these days
1,1004,i got a,great bargain the other day when i bought a forklift for half price it s amazing what you can pick up these days
1,1004,i got a great,bargain the other day when i bought a forklift for half price it s amazing what you can pick up these days
1,1004,i got a great bargain,the other day when i bought a forklift for half price it s amazing what you can pick up these days
1,1004,i got a great bargain the,other day when i bought a forklift for half price it s amazing what you can pick up these days
1,1004,i got a great bargain the other,day when i bought a forklift for half price it s amazing what you can pick up these days
1,1004,i got a great bargain the other day,when i bought a forklift for half price it s amazing what you can pick up these days
1,1004,i got a great bargain the other day when,i bought a forklift for half price it s amazing what you can pick up these days
1,1004,i got a great bargain the other day when i,bought a forklift for half price it s amazing what you can pick up these days
1,1004,i got a great bargain the other day when i bought,a forklift for half price it s amazing what you can pick up these days
1,1004,i got a great bargain the other day when i bought a,forklift for half price it s amazing what you can pick up these days
1,1004,i got a great bargain the other day when i bought a forklift,for half price it s amazing what you can pick up these days
1,1004,i got a great bargain the other day when i bought a forklift for,half price it s amazing what you can pick up these days
1,1004,i got a great bargain the other day when i bought a forklift for half,price it s amazing what you can pick up these days
1,1004,i got a great bargain the other day when i bought a forklift for half price,it s amazing what you can pick up these days
1,1004,i got a great bargain the other day when i bought a forklift for half price it,s amazing what you can pick up these days
1,1004,i got a great bargain the other day when i bought a forklift for half price it s,amazing what you can pick up these days
1,1004,i got a great bargain the other day when i bought a forklift for half price it s amazing,what you can pick up these days
1,1004,i got a great bargain the other day when i bought a forklift for half price it s amazing what,you can pick up these days
1,1004,i got a great bargain the other day when i bought a forklift for half price it s amazing what you,can pick up these days
1,1004,i got a great bargain the other day when i bought a forklift for half price it s amazing what you can,pick up these days
1,1004,i got a great bargain the other day when i bought a forklift for half price it s amazing what you can pick,up these days
1,1004,i got a great bargain the other day when i bought a forklift for half price it s amazing what you can pick up,these days
1,1004,i got a great bargain the other day when i bought a forklift for half price it s amazing what you can pick up these,days
1,1005,buying a,cheap mouse could leave you with a squeak and a sad tale
1,1005,buying a cheap,mouse could leave you with a squeak and a sad tale
1,1005,buying a cheap mouse,could leave you with a squeak and a sad tale
1,1005,buying a cheap mouse could,leave you with a squeak and a sad tale
1,1005,buying a cheap mouse could leave,you with a squeak and a sad tale
1,1005,buying a cheap mouse could leave you,with a squeak and a sad tale
1,1005,buying a cheap mouse could leave you with,a squeak and a sad tale
1,1005,buying a cheap mouse could leave you with a,squeak and a sad tale
1,1005,buying a cheap mouse could leave you with a squeak,and a sad tale
1,1005,buying a cheap mouse could leave you with a squeak and,a sad tale
1,1005,buying a cheap mouse could leave you with a squeak and a,sad tale
1,1005,buying a cheap mouse could leave you with a squeak and a sad,tale
1,1006,when asked,what it takes to be a great cook the chef said that it boils down to beating the other chefs to the cutting edge recipes
1,1006,when asked what,it takes to be a great cook the chef said that it boils down to beating the other chefs to the cutting edge recipes
1,1006,when asked what it,takes to be a great cook the chef said that it boils down to beating the other chefs to the cutting edge recipes
1,1006,when asked what it takes,to be a great cook the chef said that it boils down to beating the other chefs to the cutting edge recipes
1,1006,when asked what it takes to,be a great cook the chef said that it boils down to beating the other chefs to the cutting edge recipes
1,1006,when asked what it takes to be,a great cook the chef said that it boils down to beating the other chefs to the cutting edge recipes
1,1006,when asked what it takes to be a,great cook the chef said that it boils down to beating the other chefs to the cutting edge recipes
1,1006,when asked what it takes to be a great,cook the chef said that it boils down to beating the other chefs to the cutting edge recipes
1,1006,when asked what it takes to be a great cook,the chef said that it boils down to beating the other chefs to the cutting edge recipes
1,1006,when asked what it takes to be a great cook the,chef said that it boils down to beating the other chefs to the cutting edge recipes
1,1006,when asked what it takes to be a great cook the chef,said that it boils down to beating the other chefs to the cutting edge recipes
1,1006,when asked what it takes to be a great cook the chef said,that it boils down to beating the other chefs to the cutting edge recipes
1,1006,when asked what it takes to be a great cook the chef said that,it boils down to beating the other chefs to the cutting edge recipes
1,1006,when asked what it takes to be a great cook the chef said that it,boils down to beating the other chefs to the cutting edge recipes
1,1006,when asked what it takes to be a great cook the chef said that it boils,down to beating the other chefs to the cutting edge recipes
1,1006,when asked what it takes to be a great cook the chef said that it boils down,to beating the other chefs to the cutting edge recipes
1,1006,when asked what it takes to be a great cook the chef said that it boils down to,beating the other chefs to the cutting edge recipes
1,1006,when asked what it takes to be a great cook the chef said that it boils down to beating,the other chefs to the cutting edge recipes
1,1006,when asked what it takes to be a great cook the chef said that it boils down to beating the,other chefs to the cutting edge recipes
1,1006,when asked what it takes to be a great cook the chef said that it boils down to beating the other,chefs to the cutting edge recipes
1,1006,when asked what it takes to be a great cook the chef said that it boils down to beating the other chefs,to the cutting edge recipes
1,1006,when asked what it takes to be a great cook the chef said that it boils down to beating the other chefs to,the cutting edge recipes
1,1006,when asked what it takes to be a great cook the chef said that it boils down to beating the other chefs to the,cutting edge recipes
1,1006,when asked what it takes to be a great cook the chef said that it boils down to beating the other chefs to the cutting,edge recipes
1,1006,when asked what it takes to be a great cook the chef said that it boils down to beating the other chefs to the cutting edge,recipes
1,1007,the chicken,knew the first leg of his trip would take him to buffalo from there he would wing it
1,1007,the chicken knew,the first leg of his trip would take him to buffalo from there he would wing it
1,1007,the chicken knew the,first leg of his trip would take him to buffalo from there he would wing it
1,1007,the chicken knew the first,leg of his trip would take him to buffalo from there he would wing it
1,1007,the chicken knew the first leg,of his trip would take him to buffalo from there he would wing it
1,1007,the chicken knew the first leg of,his trip would take him to buffalo from there he would wing it
1,1007,the chicken knew the first leg of his,trip would take him to buffalo from there he would wing it
1,1007,the chicken knew the first leg of his trip,would take him to buffalo from there he would wing it
1,1007,the chicken knew the first leg of his trip would,take him to buffalo from there he would wing it
1,1007,the chicken knew the first leg of his trip would take,him to buffalo from there he would wing it
1,1007,the chicken knew the first leg of his trip would take him,to buffalo from there he would wing it
1,1007,the chicken knew the first leg of his trip would take him to,buffalo from there he would wing it
1,1007,the chicken knew the first leg of his trip would take him to buffalo,from there he would wing it
1,1007,the chicken knew the first leg of his trip would take him to buffalo from,there he would wing it
1,1007,the chicken knew the first leg of his trip would take him to buffalo from there,he would wing it
1,1007,the chicken knew the first leg of his trip would take him to buffalo from there he,would wing it
1,1007,the chicken knew the first leg of his trip would take him to buffalo from there he would,wing it
1,1007,the chicken knew the first leg of his trip would take him to buffalo from there he would wing,it
1,1008,when she,made mario puzo s books required reading for her class she made him an author they couldn t refuse
1,1008,when she made,mario puzo s books required reading for her class she made him an author they couldn t refuse
1,1008,when she made mario,puzo s books required reading for her class she made him an author they couldn t refuse
1,1008,when she made mario puzo,s books required reading for her class she made him an author they couldn t refuse
1,1008,when she made mario puzo s,books required reading for her class she made him an author they couldn t refuse
1,1008,when she made mario puzo s books,required reading for her class she made him an author they couldn t refuse
1,1008,when she made mario puzo s books required,reading for her class she made him an author they couldn t refuse
1,1008,when she made mario puzo s books required reading,for her class she made him an author they couldn t refuse
1,1008,when she made mario puzo s books required reading for,her class she made him an author they couldn t refuse
1,1008,when she made mario puzo s books required reading for her,class she made him an author they couldn t refuse
1,1008,when she made mario puzo s books required reading for her class,she made him an author they couldn t refuse
1,1008,when she made mario puzo s books required reading for her class she,made him an author they couldn t refuse
